,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 179,Iran will stand by Syria until final victory over terrorism: Rouhani,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",26,"[('rouhani', 2), (""iran's"", 1), ('president', 1), ('defends', 1), ('execution', 1), ('dissident', 1), ('journalist', 1), ('iran', 1), ('stand', 1), ('syria', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",8,1298.0,7,0.62
Post 180,China Heads for Strong Growth in 2021 as Recovery Gathers Pace,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,1286.0,10,0.7000000000000001
Post 181,WHO’s coronavirus detectives look to Wuhan market as undisclosed map surfaces,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",13,"[('coronavirus', 3), ('wild', 3), ('first', 2), ('case', 2), ('detected', 2), ('mink', 2), ('mink.', 1), ('the', 1), ('identical', 1), ('strain', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1218.0,5,0.58
Post 182,Special Report-Venezuela wields a powerful 'hate' law to silence Maduro's remaining foes,29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",1,985.0,4,0.5700000000000001
Post 183,China’s Combative Nationalists See a World Turning Their Way,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",29,750.0,3,0.54
Post 184,Putin congratulates Joe Biden on U.S. election victory - Kremlin,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",49,"[('putin', 3), ('congratulates', 3), ('joe', 3), ('biden', 3), ('u.s.', 3), ('election', 3), ('victory', 3), ('-', 2), ('kremlin', 2)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",1,655.0,7,0.6000000000000001
Post 185,Poor countries face long wait for vaccines despite promises,5,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",0,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",5,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",0,1420.0,8,0.72
Post 186,Dresden Green Vault: Fourth suspect arrested over German diamond heist,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,"[('arrested', 2), ('heist', 2), ('mohammed', 1), ('remmo', 1), ('berlin', 1), ('treasures', 1), ('18th', 1), ('century', 1), ('prince-elector', 1), ('augustus', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,1291.0,7,0.71
Post 187,Mexico's president says small 'mistakes' behind delay in landmark cannabis bill,29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",39,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",29,"[(""mexico's"", 2), ('president', 2), ('says', 2), ('small', 2), (""'mistakes'"", 2), ('behind', 2), ('delay', 2), ('landmark', 2), ('cannabis', 2), ('bill', 2)]",0,1276.0,4,0.65
Post 188,French and Russian Facebook trolls fight it out in CAR elections,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",38,"[('french', 2), ('facebook', 2), ('people', 1), ('affiliated', 1), ('military', 1), ('used', 1), ('meddle', 1), ('africa', 1), ('russian', 1), ('trolls', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,1404.0,6,0.72
Post 189,Denmark to classify immigrants from Muslim countries separately in crime statistics,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,1342.0,3,0.56
Post 190,"As oil prices languish, Alberta sees its future in a 'coal rush'",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",9,1125.0,3,0.59
Post 191,"Boko Haram claims to have kidnapped Nigerian schoolboys, in unverified audio message",19,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",47,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",19,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",0,1095.0,6,0.67
Post 192,Pakistan: Private sector allowed to import Covid vaccine,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",19,"[(""'unconscious"", 1), ('bias', 1), (""training'"", 1), ('civil', 1), ('servants', 1), ('england', 1), ('scrapped,', 1), ('government', 1), ('found', 1), ('evidence', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,1041.0,7,0.6900000000000001
Post 193,Putin congratulates Joe Biden on U.S. election victory - Kremlin,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",49,"[('putin', 3), ('congratulates', 3), ('joe', 3), ('biden', 3), ('u.s.', 3), ('election', 3), ('victory', 3), ('-', 2), ('kremlin', 2)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",1,662.0,4,0.54
Post 194,Israeli settlers storm Tal al-Sultan archeological site in Jericho in the West Bank,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,65.0,1,0.51
Post 195,Israel signals openness to future joint missile defence with Gulf partners,11,"[('xi', 1), ('calls', 1), ('closer', 1), ('bri', 1), ('cooperation', 1), ('somalia', 1), ('israel', 1), ('signals', 1), ('openness', 1), ('future', 1)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",11,"[('xi', 1), ('calls', 1), ('closer', 1), ('bri', 1), ('cooperation', 1), ('somalia', 1), ('israel', 1), ('signals', 1), ('openness', 1), ('future', 1)]",2,1427.0,5,0.73
Post 196,Pakistan to train Libyan forces,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",19,"[(""'unconscious"", 1), ('bias', 1), (""training'"", 1), ('civil', 1), ('servants', 1), ('england', 1), ('scrapped,', 1), ('government', 1), ('found', 1), ('evidence', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",5,1207.0,2,0.55
Post 197,"Boko Haram claims to have kidnapped Nigerian schoolboys, in unverified audio message",19,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",47,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",19,"[('boko', 2), ('haram', 2), ('claims', 2), ('kidnapped', 2), ('nigerian', 2), ('schoolboys,', 2), ('unverified', 2), ('audio', 2), ('message', 2)]",0,1095.0,5,0.61
Post 198,"On 33rd anniversary, Hamas vows to free Palestine ‘from sea to river’",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1430.0,3,0.59
Post 199,Police investigating online posts about gatherings in Singapore showing support for India farmers,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",8,"[('india', 2), ('farmers', 2), ('protests', 2), ('intensify', 1), ('deadlock', 1), ('new', 1), ('farming', 1), ('laws', 1), ('continues', 1), ('police', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1013.0,1,0.51
Post 200,India’s Wistron plant protests resulted in looting of thousands of iPhones,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",8,"[('india', 2), ('farmers', 2), ('protests', 2), ('intensify', 1), ('deadlock', 1), ('new', 1), ('farming', 1), ('laws', 1), ('continues', 1), ('police', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,713.0,0,0.41000000000000003
Post 201,Putin congratulates Joe Biden on U.S. election victory,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",49,"[('putin', 3), ('congratulates', 3), ('joe', 3), ('biden', 3), ('u.s.', 3), ('election', 3), ('victory', 3), ('-', 2), ('kremlin', 2)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",0,663.0,0,0.4
Post 202,Pregnant UP Woman Sent To Shelter Over Interfaith Wedding Now In Hospital,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",9,"[('in', 2), ('pregnant', 2), ('woman', 2), ('interfaith', 2), ('india,', 1), ('held', 1), ('new', 1), ('passed', 1), ('marriage', 1), ('prevention', 1)]",28,"[('new', 2), ('in', 2), ('pregnant', 2), ('woman', 2), ('interfaith', 2), ('pakistan', 1), ('approves', 1), ('anti-rape', 1), ('laws,', 1), ('closing', 1)]",0,1159.0,0,0.32
